vehicle_id,service_date,repair_type,repair_cost
V00591,2026-03-03,Oil Change,158.04
V00591,2026-01-21,Battery Replacement,304.74
V00591,2026-01-14,Brake Repair,557.06
V00591,2026-01-27,Brake Repair,559.95
V00591,2026-03-01,Oil Change,156.41
V00591,2026-03-21,Battery Replacement,417.09
V00592,2026-04-25,Cooling System,850.38
V00592,2026-04-17,Engine Inspection,577.05
V00592,2026-02-21,Cooling System,729.67
V00594,2026-04-23,Engine Inspection,590.11
V00595,2026-02-19,Engine Inspection,641.37
V00595,2026-02-12,Cooling System,856.16
V00596,2026-02-06,Oil Change,159.17
V00596,2026-02-04,Oil Change,123.24
V00596,2026-03-05,Engine Inspection,716.62
V00596,2026-03-16,Transmission Repair,2038.37
V00597,2026-02-01,Battery Replacement,268.61
V00597,2026-01-28,Brake Repair,617.09
V00598,2026-03-17,Brake Repair,626.15
V00598,2026-04-23,Oil Change,103.6
V00598,2026-04-23,Brake Repair,621.83
V00598,2026-04-03,Oil Change,157.82
V00598,2026-03-11,Oil Change,164.4
V00598,2026-01-18,Engine Inspection,751.74
V00598,2026-01-27,Oil Change,156.57
V00599,2026-01-02,Transmission Repair,2101.21
V00599,2026-04-24,Oil Change,100.87
V00599,2026-04-21,Engine Inspection,617.3
V00600,2026-01-08,Brake Repair,615.48
V00600,2026-02-03,Engine Inspection,490.79
V00601,2026-04-01,Brake Repair,439.01
V00601,2026-01-13,Cooling System,717.2
V00601,2026-01-21,Engine Inspection,801.46
V00601,2026-01-27,Oil Change,165.09
V00602,2026-04-17,Battery Replacement,340.96
V00602,2026-02-24,Oil Change,165.94
V00602,2026-04-19,Brake Repair,617.46
V00603,2026-02-23,Brake Repair,409.38
V00603,2026-04-01,Battery Replacement,378.29
V00604,2026-03-31,Brake Repair,543.87
V00604,2026-03-24,Oil Change,134.79
V00604,2026-01-23,Brake Repair,603.71
V00604,2026-03-21,Cooling System,817.32
V00605,2026-03-01,Oil Change,167.89
V00605,2026-04-09,Engine Inspection,623.27
V00605,2026-03-12,Engine Inspection,807.25
V00605,2026-01-01,Engine Inspection,781.96
V00606,2026-04-19,Oil Change,141.82
V00606,2026-02-04,Brake Repair,361.03
V00607,2026-04-10,Engine Inspection,583.08
V00608,2026-04-18,Transmission Repair,2095.64
V00608,2026-04-29,Oil Change,163.32
V00608,2026-01-20,Cooling System,667.32
V00608,2026-03-10,Oil Change,156.52
V00608,2026-04-11,Oil Change,146.14
V00609,2026-02-26,Battery Replacement,245.7
V00609,2026-02-23,Battery Replacement,276.95
V00609,2026-02-22,Brake Repair,476.47
V00610,2026-01-02,Oil Change,157.87
V00610,2026-04-23,Brake Repair,531.68
V00611,2026-03-28,Oil Change,115.33
V00611,2026-04-28,Battery Replacement,388.41
V00611,2026-03-30,Cooling System,889.26
V00611,2026-04-17,Engine Inspection,596.24
V00612,2026-04-24,Brake Repair,402.62
V00612,2026-02-08,Transmission Repair,2483.12
V00612,2026-02-25,Oil Change,138.56
V00613,2026-01-25,Oil Change,120.82
V00614,2026-01-14,Engine Inspection,685.82
V00615,2026-02-03,Oil Change,149.3
V00615,2026-03-03,Oil Change,149.42
V00616,2026-03-05,Engine Inspection,734.1
V00617,2026-01-13,Oil Change,123.39
V00619,2026-04-28,Brake Repair,557.01
V00619,2026-03-03,Brake Repair,450.96
V00619,2026-02-27,Brake Repair,384.73
V00619,2026-04-05,Transmission Repair,1745.85
V00620,2026-02-01,Battery Replacement,357.58
V00620,2026-04-07,Oil Change,142.8
V00621,2026-01-12,Engine Inspection,556.18
V00621,2026-02-21,Oil Change,109.79
V00622,2026-02-17,Oil Change,107.29
V00623,2026-03-15,Engine Inspection,820.94
V00623,2026-03-26,Engine Inspection,679.48
V00623,2026-04-24,Engine Inspection,778.67
V00623,2026-04-09,Engine Inspection,766.53
V00623,2026-03-15,Transmission Repair,1857.55
V00623,2026-02-09,Oil Change,142.42
V00623,2026-03-10,Oil Change,162.02
V00624,2026-03-25,Oil Change,156.26
V00624,2026-01-16,Engine Inspection,763.83
V00625,2026-03-24,Transmission Repair,2203.14
V00626,2026-04-12,Oil Change,133.75
V00626,2026-03-02,Cooling System,621.41
V00626,2026-02-22,Brake Repair,451.42
V00627,2026-04-17,Oil Change,107.6
V00627,2026-03-19,Brake Repair,395.2
V00627,2026-02-06,Battery Replacement,316.21
V00628,2026-02-14,Oil Change,127.24
V00628,2026-04-20,Oil Change,124.72
V00628,2026-03-21,Oil Change,141.43
V00629,2026-04-18,Brake Repair,376.63
V00629,2026-04-06,Engine Inspection,829.62
V00629,2026-04-07,Oil Change,112.83
V00629,2026-04-07,Transmission Repair,2012.27
V00629,2026-03-07,Battery Replacement,325.87
V00630,2026-01-21,Engine Inspection,811.53
V00630,2026-03-16,Oil Change,105.22
V00631,2026-02-08,Brake Repair,453.24
V00631,2026-04-28,Brake Repair,455.42
V00631,2026-03-07,Brake Repair,492.96
V00631,2026-03-28,Transmission Repair,2392.19
V00631,2026-01-29,Transmission Repair,2253.34
V00631,2026-04-22,Oil Change,113.11
V00631,2026-01-03,Engine Inspection,827.21
V00632,2026-03-17,Oil Change,118.03
V00632,2026-01-29,Transmission Repair,2510.59
V00632,2026-03-28,Brake Repair,466.73
V00633,2026-01-01,Brake Repair,453.21
V00633,2026-02-25,Battery Replacement,363.06
V00634,2026-04-06,Transmission Repair,2122.35
V00634,2026-02-17,Oil Change,161.97
V00634,2026-01-27,Brake Repair,616.0
V00635,2026-04-06,Oil Change,147.21
V00635,2026-01-06,Battery Replacement,322.29
V00635,2026-04-08,Brake Repair,386.76
V00635,2026-01-16,Transmission Repair,1696.58
V00635,2026-03-15,Battery Replacement,331.34
V00636,2026-03-20,Oil Change,155.44
V00636,2026-02-20,Engine Inspection,835.7
V00636,2026-03-07,Oil Change,134.62
V00637,2026-01-04,Engine Inspection,779.08
V00637,2026-03-14,Engine Inspection,699.73
V00637,2026-03-26,Brake Repair,476.93
V00638,2026-01-10,Engine Inspection,585.71
V00638,2026-03-28,Brake Repair,394.8
V00638,2026-03-18,Oil Change,146.42
V00638,2026-02-09,Cooling System,869.1
V00638,2026-04-22,Battery Replacement,369.99
V00638,2026-04-17,Engine Inspection,714.92
V00639,2026-04-24,Transmission Repair,2142.89
V00640,2026-04-01,Engine Inspection,650.16
V00640,2026-04-18,Brake Repair,427.93
V00641,2026-03-26,Engine Inspection,575.79
V00641,2026-02-21,Battery Replacement,289.87
V00642,2026-02-09,Brake Repair,477.73
V00642,2026-03-08,Brake Repair,558.84
V00642,2026-04-25,Oil Change,165.24
V00643,2026-03-05,Battery Replacement,301.26
V00643,2026-02-25,Oil Change,141.06
V00643,2026-04-17,Brake Repair,597.19
V00643,2026-02-05,Cooling System,964.34
V00643,2026-04-15,Cooling System,807.26
V00644,2026-04-29,Battery Replacement,267.89
V00644,2026-01-16,Engine Inspection,812.55
V00644,2026-01-31,Brake Repair,379.7
V00644,2026-01-28,Brake Repair,578.2
V00645,2026-01-26,Transmission Repair,2435.85
V00645,2026-02-03,Oil Change,131.5
V00645,2026-04-28,Engine Inspection,550.71
V00645,2026-03-23,Oil Change,98.61
V00645,2026-04-17,Engine Inspection,521.8
V00647,2026-03-19,Transmission Repair,1968.28
V00647,2026-01-07,Cooling System,622.72
V00647,2026-03-16,Oil Change,166.66
V00647,2026-04-23,Engine Inspection,530.07
V00647,2026-04-15,Brake Repair,532.13
V00647,2026-02-03,Engine Inspection,750.02
V00647,2026-01-25,Oil Change,157.94
V00647,2026-01-31,Battery Replacement,319.62
V00648,2026-02-17,Oil Change,153.4
V00648,2026-04-28,Oil Change,131.16
V00648,2026-01-03,Cooling System,673.75
V00649,2026-04-21,Brake Repair,398.1
V00649,2026-03-19,Oil Change,104.71
V00649,2026-02-15,Brake Repair,363.12
V00650,2026-03-22,Oil Change,115.77
V00650,2026-01-12,Engine Inspection,567.64
V00651,2026-03-03,Brake Repair,627.99
V00651,2026-04-03,Engine Inspection,790.44
V00652,2026-03-16,Engine Inspection,678.56
V00652,2026-03-25,Transmission Repair,1819.91
V00652,2026-02-11,Battery Replacement,386.14
V00652,2026-04-22,Transmission Repair,1832.93
V00654,2026-01-16,Transmission Repair,1947.24
V00654,2026-04-07,Oil Change,154.35
V00654,2026-02-19,Oil Change,142.76
V00655,2026-02-10,Cooling System,740.53
V00655,2026-01-07,Engine Inspection,599.8
V00655,2026-01-24,Oil Change,147.57
V00656,2026-03-23,Brake Repair,454.12
V00656,2026-04-13,Oil Change,142.36
V00656,2026-04-24,Oil Change,156.16
V00657,2026-01-02,Oil Change,164.16
V00657,2026-03-23,Brake Repair,405.99
V00657,2026-02-18,Oil Change,122.59
V00657,2026-01-10,Oil Change,137.39
V00658,2026-04-28,Cooling System,667.94
V00658,2026-01-24,Engine Inspection,499.43
V00658,2026-03-31,Brake Repair,512.87
V00658,2026-02-08,Battery Replacement,356.03
V00659,2026-03-01,Oil Change,97.38
V00659,2026-03-22,Brake Repair,374.69
V00660,2026-04-10,Brake Repair,500.57
V00660,2026-01-17,Battery Replacement,251.79
V00660,2026-03-20,Battery Replacement,266.07
V00660,2026-01-20,Engine Inspection,791.48
V00660,2026-03-24,Cooling System,584.51
V00660,2026-03-28,Brake Repair,505.9
V00662,2026-03-21,Oil Change,121.24
V00662,2026-01-23,Battery Replacement,317.98
V00662,2026-02-26,Oil Change,100.41
V00663,2026-01-29,Oil Change,125.93
V00663,2026-01-29,Cooling System,910.32
V00663,2026-04-30,Engine Inspection,832.68
V00663,2026-02-27,Battery Replacement,365.62
V00663,2026-02-07,Engine Inspection,688.08
V00664,2026-01-27,Brake Repair,470.63
V00664,2026-03-05,Cooling System,800.32
V00664,2026-04-05,Oil Change,105.01
V00665,2026-04-27,Battery Replacement,292.78
V00666,2026-02-27,Oil Change,135.98
V00667,2026-03-23,Oil Change,103.46
V00668,2026-01-04,Battery Replacement,339.2
V00668,2026-01-25,Oil Change,160.56
V00668,2026-01-15,Engine Inspection,807.62
V00668,2026-02-11,Oil Change,118.75
V00668,2026-04-10,Oil Change,126.27
V00668,2026-04-23,Oil Change,127.73
V00669,2026-02-05,Engine Inspection,810.79
V00669,2026-02-11,Cooling System,708.0
V00669,2026-04-22,Engine Inspection,540.52
V00669,2026-02-14,Engine Inspection,612.64
V00669,2026-01-14,Brake Repair,387.82
V00670,2026-02-18,Engine Inspection,603.12
V00670,2026-03-28,Oil Change,152.58
V00672,2026-03-31,Oil Change,113.52
V00672,2026-01-05,Cooling System,729.47
V00673,2026-02-02,Cooling System,970.83
V00674,2026-02-26,Battery Replacement,269.1
V00674,2026-03-11,Engine Inspection,562.83
V00675,2026-03-21,Oil Change,135.27
V00675,2026-01-02,Brake Repair,493.01
V00678,2026-01-05,Engine Inspection,491.8
V00678,2026-02-17,Oil Change,121.56
V00678,2026-01-17,Oil Change,131.06
V00678,2026-01-09,Engine Inspection,520.0
V00678,2026-02-07,Brake Repair,470.01
V00678,2026-04-24,Engine Inspection,634.76
V00678,2026-02-23,Battery Replacement,398.1
V00678,2026-04-03,Oil Change,157.63
V00679,2026-04-14,Oil Change,96.54
V00679,2026-03-14,Brake Repair,494.78
V00679,2026-04-11,Oil Change,117.0
V00679,2026-01-08,Engine Inspection,577.13
V00679,2026-03-03,Brake Repair,525.89
V00680,2026-02-27,Brake Repair,470.9
V00680,2026-04-04,Oil Change,134.66
V00680,2026-03-04,Oil Change,121.04
V00680,2026-02-11,Transmission Repair,2498.07
V00680,2026-04-14,Battery Replacement,338.89
V00680,2026-04-25,Engine Inspection,671.96
V00680,2026-04-02,Engine Inspection,797.18
V00681,2026-01-01,Brake Repair,589.36
V00681,2026-03-17,Oil Change,164.12
V00682,2026-04-13,Battery Replacement,296.8
V00682,2026-03-19,Transmission Repair,2196.15
V00682,2026-04-10,Battery Replacement,289.38
V00682,2026-02-05,Engine Inspection,797.23
V00682,2026-03-20,Cooling System,790.58
V00682,2026-03-19,Brake Repair,422.97
V00682,2026-04-20,Battery Replacement,300.21
V00683,2026-03-18,Oil Change,101.65
V00683,2026-04-29,Cooling System,767.24
V00683,2026-03-25,Brake Repair,543.6
V00683,2026-01-22,Cooling System,790.24
V00684,2026-03-17,Oil Change,155.79
V00684,2026-01-05,Battery Replacement,353.52
V00684,2026-03-11,Engine Inspection,830.01
V00684,2026-01-26,Engine Inspection,779.89
V00684,2026-03-27,Brake Repair,563.63
V00685,2026-04-17,Engine Inspection,570.73
V00686,2026-03-11,Oil Change,127.33
V00686,2026-03-28,Battery Replacement,334.06
V00686,2026-04-08,Transmission Repair,2019.62
V00687,2026-04-16,Cooling System,670.26
V00687,2026-03-25,Oil Change,114.13
V00688,2026-02-05,Battery Replacement,261.55
V00688,2026-01-21,Battery Replacement,335.67
V00689,2026-03-16,Oil Change,166.67
V00689,2026-02-05,Oil Change,144.14
V00689,2026-02-16,Brake Repair,439.99
V00690,2026-04-10,Engine Inspection,729.99
V00690,2026-01-05,Oil Change,138.64
V00690,2026-01-29,Cooling System,837.66
V00690,2026-03-27,Oil Change,97.76
V00690,2026-04-21,Battery Replacement,344.21
V00691,2026-04-23,Oil Change,145.39
V00692,2026-03-14,Oil Change,107.65
V00692,2026-03-13,Oil Change,123.21
V00692,2026-01-15,Oil Change,153.97
V00693,2026-01-02,Engine Inspection,709.51
V00694,2026-02-05,Oil Change,120.39
V00694,2026-04-23,Oil Change,133.29
V00694,2026-03-17,Brake Repair,411.17
V00695,2026-01-10,Brake Repair,432.86
V00695,2026-03-08,Oil Change,137.25
V00695,2026-01-26,Cooling System,810.81
V00695,2026-03-05,Oil Change,151.84
V00695,2026-01-10,Engine Inspection,482.89
V00695,2026-01-15,Brake Repair,399.86
V00696,2026-04-17,Engine Inspection,498.58
V00696,2026-03-30,Battery Replacement,389.52
V00697,2026-02-26,Battery Replacement,380.84
V00697,2026-04-12,Brake Repair,454.33
V00698,2026-02-07,Oil Change,128.26
V00698,2026-01-20,Oil Change,156.39
V00699,2026-04-09,Battery Replacement,374.59
V00699,2026-01-17,Brake Repair,506.34
V00699,2026-04-07,Brake Repair,501.73
V00699,2026-01-19,Engine Inspection,574.97
V00699,2026-03-29,Cooling System,719.96
V00700,2026-03-25,Oil Change,106.84
V00700,2026-02-09,Oil Change,156.4
V00700,2026-01-22,Brake Repair,429.44
V00700,2026-03-21,Battery Replacement,282.4
V00700,2026-03-04,Engine Inspection,749.35
V00700,2026-01-31,Cooling System,595.46
V00700,2026-02-03,Oil Change,125.63
V00700,2026-01-13,Brake Repair,491.21
V00700,2026-03-17,Oil Change,163.03
V00701,2026-02-05,Battery Replacement,287.84
V00702,2026-03-07,Oil Change,122.42
V00702,2026-02-09,Transmission Repair,1757.1
V00702,2026-01-05,Transmission Repair,2229.28
V00702,2026-01-16,Engine Inspection,496.01
V00702,2026-02-21,Oil Change,107.38
V00703,2026-04-10,Battery Replacement,410.74
V00703,2026-04-18,Battery Replacement,389.6
V00703,2026-02-04,Oil Change,116.94
V00703,2026-01-09,Engine Inspection,788.74
V00703,2026-03-16,Oil Change,157.48
V00703,2026-01-06,Engine Inspection,828.34
V00704,2026-03-28,Cooling System,670.67
V00704,2026-01-20,Brake Repair,550.47
V00704,2026-04-06,Brake Repair,520.54
V00704,2026-03-22,Brake Repair,374.17
V00705,2026-03-14,Battery Replacement,391.91
V00705,2026-02-04,Oil Change,98.59
V00705,2026-02-03,Cooling System,698.05
V00707,2026-03-03,Engine Inspection,542.28
V00707,2026-02-15,Brake Repair,456.22
V00707,2026-04-18,Brake Repair,611.56
V00707,2026-04-30,Transmission Repair,2343.82
V00707,2026-04-07,Brake Repair,550.56
V00708,2026-03-15,Oil Change,161.47
V00708,2026-04-13,Oil Change,131.66
V00709,2026-03-31,Oil Change,155.22
V00709,2026-04-13,Oil Change,118.32
V00710,2026-03-09,Oil Change,158.76
V00710,2026-02-21,Oil Change,100.14
V00710,2026-03-28,Oil Change,122.71
V00710,2026-01-22,Brake Repair,481.47
V00711,2026-02-25,Brake Repair,568.26
V00712,2026-03-08,Oil Change,147.89
V00713,2026-04-20,Brake Repair,434.6
V00713,2026-02-15,Oil Change,114.07
V00713,2026-03-19,Oil Change,101.36
V00714,2026-04-01,Oil Change,148.81
V00715,2026-01-19,Oil Change,145.01
V00715,2026-02-27,Brake Repair,480.74
V00716,2026-03-16,Brake Repair,449.69
V00716,2026-02-08,Oil Change,120.31
V00716,2026-01-17,Cooling System,585.51
V00716,2026-03-24,Engine Inspection,681.25
V00716,2026-03-24,Transmission Repair,1584.22
V00717,2026-02-26,Brake Repair,628.43
V00717,2026-03-07,Oil Change,136.51
V00717,2026-03-10,Oil Change,125.58
V00717,2026-02-01,Brake Repair,372.5
V00717,2026-02-10,Battery Replacement,323.99
V00717,2026-04-17,Oil Change,155.29
V00717,2026-02-25,Brake Repair,600.83
V00719,2026-02-02,Battery Replacement,375.26
V00719,2026-02-10,Battery Replacement,394.31
V00719,2026-01-02,Brake Repair,412.43
V00719,2026-02-12,Oil Change,140.34
V00720,2026-01-03,Brake Repair,592.6
V00720,2026-01-07,Engine Inspection,822.85
V00721,2026-03-16,Battery Replacement,404.09
V00721,2026-03-22,Oil Change,132.23
V00721,2026-04-28,Oil Change,104.02
V00721,2026-03-14,Battery Replacement,414.47
V00721,2026-02-02,Battery Replacement,352.3
V00721,2026-03-16,Engine Inspection,520.88
V00721,2026-02-04,Oil Change,159.16
V00722,2026-02-06,Oil Change,149.61
V00723,2026-03-28,Oil Change,97.74
V00725,2026-01-29,Engine Inspection,606.56
V00725,2026-03-19,Oil Change,146.38
V00725,2026-03-19,Oil Change,135.23
V00725,2026-01-25,Battery Replacement,317.04
V00726,2026-04-19,Brake Repair,364.22
V00726,2026-01-04,Brake Repair,360.26
V00726,2026-01-02,Oil Change,166.95
V00726,2026-01-04,Oil Change,152.67
V00727,2026-03-19,Oil Change,128.4
V00727,2026-02-26,Battery Replacement,412.2
V00727,2026-03-05,Battery Replacement,244.07
V00728,2026-02-18,Engine Inspection,555.39
V00729,2026-03-30,Cooling System,727.09
V00729,2026-02-13,Oil Change,153.43
V00729,2026-03-08,Transmission Repair,2052.11
V00729,2026-04-02,Battery Replacement,307.27
V00729,2026-04-20,Transmission Repair,1732.02
V00729,2026-01-17,Oil Change,116.66
V00730,2026-02-20,Battery Replacement,338.14
V00730,2026-04-20,Transmission Repair,1771.96
V00730,2026-03-16,Cooling System,660.06
V00730,2026-04-07,Brake Repair,524.5
V00730,2026-02-10,Oil Change,138.41
V00730,2026-03-13,Transmission Repair,2114.54
V00731,2026-01-24,Oil Change,96.36
V00733,2026-03-05,Brake Repair,468.44
V00733,2026-02-04,Oil Change,139.71
V00733,2026-01-31,Oil Change,164.0
V00734,2026-02-11,Brake Repair,549.42
V00734,2026-03-30,Oil Change,143.35
V00734,2026-03-15,Engine Inspection,698.56
V00734,2026-01-20,Engine Inspection,808.49
V00734,2026-03-11,Cooling System,576.44
V00734,2026-01-15,Transmission Repair,2030.29
V00735,2026-04-15,Engine Inspection,730.14
V00735,2026-02-18,Oil Change,117.05
V00735,2026-02-23,Battery Replacement,411.99
V00735,2026-03-03,Oil Change,149.36
V00735,2026-02-07,Brake Repair,473.61
V00736,2026-03-25,Brake Repair,373.04
V00736,2026-01-22,Battery Replacement,324.67
V00736,2026-03-18,Oil Change,101.65
V00736,2026-01-23,Cooling System,894.86
V00736,2026-03-30,Engine Inspection,510.29
V00736,2026-01-26,Oil Change,126.58
V00736,2026-04-07,Oil Change,102.14
V00736,2026-04-30,Engine Inspection,717.21
V00737,2026-02-24,Oil Change,167.65
V00737,2026-04-01,Oil Change,131.04
V00737,2026-02-10,Engine Inspection,748.11
V00738,2026-04-30,Oil Change,158.92
V00739,2026-03-11,Brake Repair,461.29
V00742,2026-03-09,Battery Replacement,352.33
V00742,2026-04-19,Brake Repair,454.7
V00742,2026-02-24,Oil Change,135.06
V00744,2026-01-31,Oil Change,103.97
V00745,2026-02-06,Brake Repair,462.53
V00745,2026-03-23,Engine Inspection,621.92
V00745,2026-04-02,Battery Replacement,290.73
V00745,2026-01-02,Transmission Repair,1990.02
V00746,2026-01-30,Transmission Repair,2469.95
V00748,2026-02-25,Oil Change,127.8
V00749,2026-01-22,Battery Replacement,305.79
V00749,2026-04-20,Oil Change,144.83
V00750,2026-01-19,Brake Repair,462.9
V00750,2026-04-07,Oil Change,129.2
V00750,2026-01-11,Cooling System,975.53
V00750,2026-02-20,Brake Repair,622.76
V00751,2026-02-07,Cooling System,838.16
V00752,2026-01-18,Oil Change,145.96
V00752,2026-01-19,Oil Change,107.99
V00753,2026-02-07,Battery Replacement,309.95
V00754,2026-04-19,Brake Repair,428.65
V00754,2026-03-29,Oil Change,139.1
V00754,2026-03-31,Transmission Repair,2157.56
V00754,2026-03-19,Engine Inspection,807.68
V00755,2026-04-30,Oil Change,164.78
V00755,2026-03-24,Oil Change,129.21
V00756,2026-04-10,Battery Replacement,269.29
V00756,2026-01-10,Oil Change,145.45
V00756,2026-03-14,Oil Change,134.6
V00756,2026-04-09,Battery Replacement,309.31
V00757,2026-01-16,Brake Repair,621.94
V00758,2026-01-21,Transmission Repair,2040.38
V00758,2026-03-08,Brake Repair,626.55
V00758,2026-02-16,Cooling System,792.18
V00758,2026-01-08,Cooling System,844.75
V00759,2026-01-05,Cooling System,592.96
V00759,2026-02-27,Engine Inspection,651.15
V00759,2026-01-22,Battery Replacement,320.34
V00760,2026-01-03,Brake Repair,506.7
V00760,2026-03-16,Cooling System,800.34
V00760,2026-03-17,Brake Repair,514.0
V00760,2026-04-20,Battery Replacement,388.96
V00761,2026-02-05,Oil Change,119.4
V00761,2026-02-16,Oil Change,98.12
V00761,2026-02-08,Brake Repair,532.99
V00761,2026-03-03,Oil Change,155.94
V00762,2026-02-11,Cooling System,957.88
V00762,2026-02-09,Battery Replacement,379.16
