ticket_id,vehicle_id,ticket_date,complaint_text,priority
T001790,V01135,2026-02-23,Reduced acceleration reported,Low
T001791,V01136,2026-02-05,Battery warning light keeps appearing,Medium
T001792,V01136,2026-01-17,No major issue reported,Low
T001793,V01136,2026-04-24,Transmission feels delayed,High
T001794,V01136,2026-03-08,Oil pressure warning triggered,High
T001795,V01137,2026-02-23,Battery warning light keeps appearing,Medium
T001796,V01137,2026-04-07,Vehicle overheating during route,High
T001797,V01139,2026-03-02,Battery warning light keeps appearing,Medium
T001798,V01139,2026-04-09,Vehicle overheating during route,High
T001799,V01139,2026-02-18,No major issue reported,Medium
T001800,V01140,2026-02-27,Brake noise reported by driver,Medium
T001801,V01140,2026-03-22,Check engine light is on,Medium
T001802,V01141,2026-02-02,Vehicle idle time unusually high,Low
T001803,V01141,2026-01-18,Battery warning light keeps appearing,Medium
T001804,V01141,2026-04-08,Vehicle overheating during route,High
T001805,V01142,2026-04-03,Reduced acceleration reported,Medium
T001806,V01144,2026-02-22,Vehicle idle time unusually high,Medium
T001807,V01144,2026-01-22,Reduced acceleration reported,Low
T001808,V01145,2026-04-30,Reduced acceleration reported,Low
T001809,V01145,2026-03-12,Check engine light is on,Low
T001810,V01147,2026-02-26,Battery warning light keeps appearing,Low
T001811,V01148,2026-03-11,No major issue reported,Low
T001812,V01148,2026-03-30,Vehicle idle time unusually high,Low
T001813,V01148,2026-02-17,No major issue reported,Low
T001814,V01148,2026-01-06,Check engine light is on,Medium
T001815,V01149,2026-03-03,No major issue reported,Low
T001816,V01149,2026-01-14,No major issue reported,Medium
T001817,V01149,2026-01-23,Brake noise reported by driver,Medium
T001818,V01149,2026-01-17,Oil pressure warning triggered,High
T001819,V01151,2026-02-16,Oil pressure warning triggered,High
T001820,V01152,2026-01-29,Vehicle idle time unusually high,Low
T001821,V01152,2026-02-06,Vehicle idle time unusually high,Low
T001822,V01153,2026-03-21,Oil pressure warning triggered,High
T001823,V01153,2026-01-05,Vehicle idle time unusually high,Low
T001824,V01154,2026-04-02,Transmission feels delayed,High
T001825,V01155,2026-02-25,Reduced acceleration reported,Low
T001826,V01156,2026-03-16,Battery warning light keeps appearing,Medium
T001827,V01157,2026-04-04,Battery warning light keeps appearing,Low
T001828,V01158,2026-02-08,Oil pressure warning triggered,High
T001829,V01159,2026-04-22,Oil pressure warning triggered,High
T001830,V01159,2026-02-16,Battery warning light keeps appearing,Medium
T001831,V01162,2026-01-19,Transmission feels delayed,High
T001832,V01162,2026-01-29,No major issue reported,Low
T001833,V01162,2026-04-24,Battery warning light keeps appearing,Low
T001834,V01162,2026-02-22,Check engine light is on,Low
T001835,V01165,2026-04-14,Oil pressure warning triggered,High
T001836,V01167,2026-03-25,Vehicle overheating during route,High
T001837,V01168,2026-01-29,Vehicle overheating during route,High
T001838,V01168,2026-04-18,Check engine light is on,Low
T001839,V01168,2026-01-14,Check engine light is on,Low
T001840,V01169,2026-01-30,Transmission feels delayed,High
T001841,V01169,2026-02-19,No major issue reported,Low
T001842,V01170,2026-04-21,Battery warning light keeps appearing,Low
T001843,V01171,2026-01-31,Battery warning light keeps appearing,Low
T001844,V01172,2026-04-03,Check engine light is on,Low
T001845,V01172,2026-04-26,Brake noise reported by driver,Low
T001846,V01173,2026-02-02,Vehicle overheating during route,High
T001847,V01173,2026-04-24,Transmission feels delayed,High
T001848,V01173,2026-03-19,Oil pressure warning triggered,High
T001849,V01173,2026-04-05,Battery warning light keeps appearing,Low
T001850,V01174,2026-04-15,Reduced acceleration reported,Low
T001851,V01174,2026-04-25,Vehicle overheating during route,High
T001852,V01174,2026-01-31,No major issue reported,Low
T001853,V01174,2026-03-12,Vehicle overheating during route,High
T001854,V01175,2026-01-05,Brake noise reported by driver,Medium
T001855,V01175,2026-01-04,Vehicle overheating during route,High
T001856,V01176,2026-02-02,Battery warning light keeps appearing,Medium
T001857,V01176,2026-03-30,Brake noise reported by driver,Medium
T001858,V01177,2026-01-07,Oil pressure warning triggered,High
T001859,V01177,2026-03-15,Vehicle overheating during route,High
T001860,V01178,2026-04-05,Brake noise reported by driver,Low
T001861,V01178,2026-02-09,Reduced acceleration reported,Low
T001862,V01178,2026-01-11,Vehicle idle time unusually high,Low
T001863,V01179,2026-01-19,Check engine light is on,Medium
T001864,V01179,2026-02-12,Vehicle overheating during route,High
T001865,V01179,2026-02-15,No major issue reported,Medium
T001866,V01180,2026-02-09,No major issue reported,Medium
T001867,V01181,2026-01-12,Vehicle overheating during route,High
T001868,V01181,2026-03-07,Brake noise reported by driver,Medium
T001869,V01182,2026-02-25,Oil pressure warning triggered,High
T001870,V01182,2026-04-30,Check engine light is on,Low
T001871,V01183,2026-04-17,No major issue reported,Medium
T001872,V01184,2026-03-11,Oil pressure warning triggered,High
T001873,V01185,2026-02-19,Oil pressure warning triggered,High
T001874,V01186,2026-01-01,Brake noise reported by driver,Low
T001875,V01186,2026-02-11,Vehicle overheating during route,High
T001876,V01187,2026-01-13,Vehicle overheating during route,High
T001877,V01188,2026-03-02,Vehicle idle time unusually high,Medium
T001878,V01190,2026-02-14,Vehicle overheating during route,High
T001879,V01191,2026-04-13,Oil pressure warning triggered,High
T001880,V01191,2026-01-26,Check engine light is on,Low
T001881,V01192,2026-01-21,Battery warning light keeps appearing,Low
T001882,V01194,2026-03-12,Reduced acceleration reported,Low
T001883,V01194,2026-02-23,Battery warning light keeps appearing,Low
T001884,V01196,2026-04-29,Check engine light is on,Low
T001885,V01196,2026-02-18,Oil pressure warning triggered,High
T001886,V01197,2026-03-02,Vehicle idle time unusually high,Low
T001887,V01197,2026-04-27,Oil pressure warning triggered,High
T001888,V01197,2026-01-08,Brake noise reported by driver,Medium
T001889,V01199,2026-04-10,Reduced acceleration reported,Medium
T001890,V01199,2026-01-17,Reduced acceleration reported,Medium
T001891,V01199,2026-01-04,Brake noise reported by driver,Low
T001892,V01199,2026-03-07,Brake noise reported by driver,Low
T001893,V01199,2026-02-14,Check engine light is on,Medium
T001894,V01199,2026-03-25,No major issue reported,Medium
T001895,V01200,2026-01-19,Check engine light is on,Medium
T001896,V01201,2026-04-18,Check engine light is on,Low
T001897,V01202,2026-03-03,Reduced acceleration reported,Low
T001898,V01202,2026-04-03,Transmission feels delayed,High
T001899,V01203,2026-03-12,Battery warning light keeps appearing,Medium
T001900,V01204,2026-02-20,Oil pressure warning triggered,High
T001901,V01204,2026-04-10,Brake noise reported by driver,Medium
T001902,V01206,2026-04-05,Reduced acceleration reported,Medium
T001903,V01206,2026-03-22,Check engine light is on,Medium
T001904,V01207,2026-03-03,Vehicle idle time unusually high,Medium
T001905,V01208,2026-02-12,Oil pressure warning triggered,High
T001906,V01215,2026-02-05,Vehicle overheating during route,High
T001907,V01215,2026-03-14,Transmission feels delayed,High
T001908,V01215,2026-01-27,Transmission feels delayed,High
T001909,V01215,2026-02-06,Oil pressure warning triggered,High
T001910,V01216,2026-04-29,Vehicle overheating during route,High
T001911,V01216,2026-02-20,Brake noise reported by driver,Medium
T001912,V01216,2026-04-23,Brake noise reported by driver,Low
T001913,V01216,2026-03-31,Battery warning light keeps appearing,Medium
T001914,V01216,2026-03-18,Reduced acceleration reported,Low
T001915,V01217,2026-01-12,Vehicle overheating during route,High
T001916,V01217,2026-03-12,Vehicle overheating during route,High
T001917,V01217,2026-02-21,Battery warning light keeps appearing,Low
T001918,V01217,2026-02-20,Brake noise reported by driver,Low
T001919,V01218,2026-01-20,No major issue reported,Medium
T001920,V01218,2026-03-02,Oil pressure warning triggered,High
T001921,V01218,2026-04-08,Check engine light is on,Medium
T001922,V01218,2026-04-05,Check engine light is on,Low
T001923,V01219,2026-04-16,Vehicle idle time unusually high,Low
T001924,V01219,2026-02-07,Transmission feels delayed,High
T001925,V01220,2026-04-01,Brake noise reported by driver,Low
T001926,V01220,2026-02-26,Oil pressure warning triggered,High
T001927,V01220,2026-03-19,Vehicle overheating during route,High
T001928,V01220,2026-01-18,Reduced acceleration reported,Medium
T001929,V01221,2026-01-10,Oil pressure warning triggered,High
T001930,V01221,2026-01-15,Oil pressure warning triggered,High
T001931,V01223,2026-04-15,Battery warning light keeps appearing,Low
T001932,V01224,2026-01-31,Vehicle overheating during route,High
T001933,V01225,2026-01-06,Reduced acceleration reported,Low
T001934,V01225,2026-04-13,Transmission feels delayed,High
T001935,V01226,2026-02-07,Check engine light is on,Medium
T001936,V01226,2026-03-05,Oil pressure warning triggered,High
T001937,V01226,2026-02-23,Vehicle idle time unusually high,Low
T001938,V01227,2026-02-18,Oil pressure warning triggered,High
T001939,V01227,2026-02-09,No major issue reported,Low
T001940,V01228,2026-03-28,Brake noise reported by driver,Medium
T001941,V01228,2026-02-16,Oil pressure warning triggered,High
T001942,V01228,2026-01-05,Brake noise reported by driver,Low
T001943,V01233,2026-04-30,Check engine light is on,Medium
T001944,V01234,2026-04-16,Transmission feels delayed,High
T001945,V01236,2026-01-26,Vehicle overheating during route,High
T001946,V01236,2026-04-24,Check engine light is on,Medium
T001947,V01236,2026-02-01,Brake noise reported by driver,Medium
T001948,V01236,2026-01-20,Vehicle overheating during route,High
T001949,V01238,2026-01-15,Vehicle overheating during route,High
T001950,V01239,2026-04-06,Reduced acceleration reported,Medium
T001951,V01240,2026-04-16,No major issue reported,Medium
T001952,V01240,2026-01-24,Brake noise reported by driver,Low
T001953,V01240,2026-01-20,No major issue reported,Medium
T001954,V01241,2026-02-02,Oil pressure warning triggered,High
T001955,V01241,2026-02-28,Oil pressure warning triggered,High
T001956,V01241,2026-02-04,Battery warning light keeps appearing,Low
T001957,V01241,2026-03-20,Oil pressure warning triggered,High
T001958,V01242,2026-02-06,Transmission feels delayed,High
T001959,V01242,2026-03-02,Vehicle overheating during route,High
T001960,V01243,2026-01-18,Battery warning light keeps appearing,Low
T001961,V01243,2026-01-26,Check engine light is on,Medium
T001962,V01245,2026-02-20,Reduced acceleration reported,Low
T001963,V01247,2026-04-28,Check engine light is on,Medium
T001964,V01248,2026-02-01,Battery warning light keeps appearing,Medium
T001965,V01253,2026-03-01,Transmission feels delayed,High
T001966,V01253,2026-03-02,Vehicle overheating during route,High
T001967,V01255,2026-03-06,Battery warning light keeps appearing,Medium
T001968,V01256,2026-01-26,Transmission feels delayed,High
T001969,V01256,2026-01-29,No major issue reported,Medium
T001970,V01257,2026-01-04,Transmission feels delayed,High
T001971,V01259,2026-04-12,Vehicle overheating during route,High
T001972,V01259,2026-01-16,Oil pressure warning triggered,High
T001973,V01261,2026-04-27,No major issue reported,Low
T001974,V01261,2026-01-19,Oil pressure warning triggered,High
T001975,V01262,2026-01-03,Reduced acceleration reported,Medium
T001976,V01264,2026-02-04,Battery warning light keeps appearing,Low
T001977,V01265,2026-02-24,Check engine light is on,Medium
T001978,V01267,2026-03-02,No major issue reported,Low
T001979,V01267,2026-01-05,Battery warning light keeps appearing,Low
T001980,V01267,2026-01-07,No major issue reported,Medium
T001981,V01268,2026-02-09,No major issue reported,Low
T001982,V01268,2026-01-24,Reduced acceleration reported,Low
T001983,V01268,2026-01-11,Battery warning light keeps appearing,Medium
T001984,V01269,2026-01-07,Battery warning light keeps appearing,Medium
T001985,V01269,2026-04-01,Battery warning light keeps appearing,Low
T001986,V01271,2026-02-25,Check engine light is on,Low
T001987,V01272,2026-04-23,No major issue reported,Medium
T001988,V01272,2026-02-08,Brake noise reported by driver,Low
T001989,V01274,2026-03-13,Transmission feels delayed,High
T001990,V01274,2026-01-28,Transmission feels delayed,High
T001991,V01276,2026-04-20,Brake noise reported by driver,Medium
T001992,V01277,2026-02-04,Vehicle idle time unusually high,Medium
T001993,V01277,2026-02-19,Brake noise reported by driver,Medium
T001994,V01278,2026-01-26,Vehicle overheating during route,High
T001995,V01279,2026-04-27,Vehicle idle time unusually high,Low
T001996,V01279,2026-04-17,Check engine light is on,Low
T001997,V01279,2026-01-30,Vehicle overheating during route,High
T001998,V01280,2026-04-09,Reduced acceleration reported,Medium
T001999,V01280,2026-04-28,Vehicle overheating during route,High
T002000,V01280,2026-01-26,Brake noise reported by driver,Medium
T002001,V01280,2026-03-28,Battery warning light keeps appearing,Low
T002002,V01280,2026-03-24,No major issue reported,Low
T002003,V01280,2026-02-06,Battery warning light keeps appearing,Low
T002004,V01282,2026-01-23,Vehicle overheating during route,High
T002005,V01282,2026-03-22,Check engine light is on,Medium
T002006,V01282,2026-03-09,Vehicle overheating during route,High
T002007,V01283,2026-02-13,Check engine light is on,Medium
T002008,V01284,2026-03-28,Transmission feels delayed,High
T002009,V01286,2026-01-24,Vehicle idle time unusually high,Medium
T002010,V01286,2026-04-02,Brake noise reported by driver,Low
T002011,V01286,2026-03-09,Brake noise reported by driver,Medium
T002012,V01288,2026-03-29,Check engine light is on,Low
T002013,V01288,2026-02-04,Reduced acceleration reported,Medium
T002014,V01288,2026-03-29,Vehicle overheating during route,High
T002015,V01289,2026-03-18,Check engine light is on,Low
T002016,V01289,2026-03-04,Vehicle overheating during route,High
T002017,V01291,2026-01-18,No major issue reported,Medium
T002018,V01291,2026-04-09,Check engine light is on,Low
T002019,V01291,2026-04-20,Oil pressure warning triggered,High
T002020,V01291,2026-04-26,Reduced acceleration reported,Medium
T002021,V01291,2026-02-23,Transmission feels delayed,High
T002022,V01292,2026-04-21,Vehicle idle time unusually high,Low
T002023,V01292,2026-04-25,Brake noise reported by driver,Low
T002024,V01293,2026-02-21,Check engine light is on,Medium
T002025,V01293,2026-02-21,Reduced acceleration reported,Medium
T002026,V01293,2026-03-13,Battery warning light keeps appearing,Low
T002027,V01295,2026-02-06,Reduced acceleration reported,Medium
T002028,V01295,2026-03-21,Brake noise reported by driver,Low
T002029,V01295,2026-02-12,No major issue reported,Medium
T002030,V01295,2026-04-14,Check engine light is on,Low
T002031,V01296,2026-03-20,Vehicle idle time unusually high,Medium
T002032,V01297,2026-01-02,Brake noise reported by driver,Low
T002033,V01297,2026-03-17,No major issue reported,Medium
